---
season: 2021-22
division: d1
gender: women
duals: 4807
description: schedule/scoreboard from team websites
---
source	id	date	time	timeZone	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	tournament	timeDisplay	location	facility	tv	radio	links
 NICH	  9261	2022-04-07	 2:00pm	   	W	  	UNO  	at	  	NICH 	 	   	 	C				2 p.m.	Thibodaux, LA	[Colonel Tennis Complex](http://geauxcolonels.com/facilities/?id=9)			[History](/sports/womens-tennis/opponent-history/new-orleans/59)
  DEL	 29400	2022-04-07	 3:00pm	   	W	  	DEL  	at	  	TOW  	 	   	 	C				3 p.m.	Towson, MD				[History](/sports/womens-tennis/opponent-history/towson-university/28)
 PROV	 10697	2022-04-07	 3:00pm	   	W	  	PROV 	at	  	QUIN 	 	   	 	 				3:00 P.M.	Hamden, CT				
 QUIN	 19849	2022-04-07	 3:00pm	   	W	  	PROV 	at	  	QUIN 	 	   	 	 				3:00 PM	Guilford Racquet Club	Guilford, Conn.			[History](/sports/womens-tennis/opponent-history/providence-college/118)
 NORF	  6177	2022-04-07	 3:00pm	   	W	  	VSU  	at	  	NORF 	 	   	 	 				3 p.m.	Norfolk, VA	[NSU Tennis Complex](http://www.nsuspartans.com/sports/2007/10/25/GEN_1025073304.aspx)			
  TEX	 14434	2022-04-08	 3:00pm	CT 	W	  	KAN  	at	 1	TEX  	 	   	 	C				3 p.m. CT	Austin, TX	Texas Tennis Center	Longhorn Network		
 GONZ	  8186	2022-04-08	 2:00pm	   	W	 2	PEPP 	at	  	GONZ 	 	   	 	C				2 p.m.	Spokane, WA	[Stevens Center](/facilities/?id=3)			[Watch](https://gozags.com/sports/2019/1/15/live-tennis-video-and-stats.aspx) [History](/sports/womens-tennis/opponent-history/pepperdine-university/97)
 PEPP	 11652	2022-04-08	 2:00pm	PT 	W	 2	PEPP 	at	  	GONZ 	 	   	 	C				2:00 p.m. PT	Spokane, WA				[Watch](https://gozags.com/sports/2019/1/15/live-tennis-video-and-stats.aspx)
  UNC	 23262	2022-04-08	 3:00pm	   	W	  	CLEM 	at	 3	UNC  	 	   	 	C				3 PM	Chapel Hill				[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)
  UGA	 23019	2022-04-08	 4:00pm	   	W	  	UK   	at	 4	UGA  	 	   	 	C				4:00 PM	Athens, GA				
   UK	  9480	2022-04-08	 4:00pm	   	W	  	UK   	at	 4	UGA  	 	   	 	 				4:00 P.M.	Athens, GA	[Dan Magill Tennis Complex](https://georgiadogs.com/sports/2017/6/17/magill.aspx)			[Live Stats](https://georgiadogs.com/sports/2017/6/17/sports-w-tennis-spec-rel-vid-stream-html.aspx)
  ORE	 21311	2022-04-08	 1:30pm	PT 	W	  	ORE  	  	 5	UCLA 	 	   	 	 				1:30 PM PT	Los Angeles, CA				
 UCLA	 30665	2022-04-08	 1:30pm	PT 	W	  	ORE  	at	 5	UCLA 	 	   	 	 				1:30 PM PT	Los Angeles, CA				
 DUKE	 20384	2022-04-08	 6:00pm	   	W	12	GT   	at	 6	DUKE 	 	   	 	C				6 p.m.	Durham, NC				
 WAKE	 12572	2022-04-08	 4:00pm	   	W	  	WAKE 	at	 7	UVA  	 	   	 	C				4:00 PM	Charlottesville, VA				
 NCST	 22069	2022-04-08	 2:00pm	   	W	 8	NCST 	at	  	VT   	 	   	 	C				2 PM	Blacksburg, Va.				[History](/sports/womens-tennis/opponent-history/virginia-tech/19)
   VT	 24524	2022-04-08	 2:00pm	   	W	 8	NCST 	at	  	VT   	 	   	 	C				2 PM	Blacksburg, VA	[Burrows-Burleson Tennis Center](/facilities/?id=7)			[Live Stats](/sports/2019/1/24/womens-tennis-live-stats.aspx)
  CAL	 33538	2022-04-08	 1:30pm	PT 	W	 9	CAL  	at	  	WAST 	 	   	 	C				1:30 PM PT	Pullman, WA				
 WAST	 14958	2022-04-08	 1:30pm	PT 	W	 9	CAL  	at	  	WAST 	 	   	 	 				1:30 PM PT	Pullman, WA				[History](/sports/womens-tennis/opponent-history/university-of-california/49)
   NW	 19738	2022-04-08	 4:00pm	CT 	W	  	NW   	at	10	OSU  	 	   	 	C				4 p.m. CT	Columbus, OH				
  BAY	 27514	2022-04-08	12:00pm	   	W	  	KSU  	at	11	BAY  	 	   	 	C				12 PM	Waco, TX	[Hurd Tennis Center](/facilities/?id=7)			
  KSU	 16855	2022-04-08	12:00pm	   	W	  	KSU  	at	11	BAY  	 	   	 	C			2022 Spring Schedule	12 PM	Waco, TX				[History](/sports/womens-tennis/opponent-history/baylor-university/7)
  UCF	 17504	2022-04-08	 5:00pm	   	W	12	UCF  	at	  	SMU  	 	   	 	C				5:00 PM	Dallas, TX				[History](/sports/womens-tennis/opponent-history/southern-methodist-university/14)
  SMU	 12488	2022-04-08	 5:00pm	   	W	12	UCF  	at	  	SMU  	 	   	 	C				5 P.M.	Dallas, TX	[Styslinger / Altec Tennis Complex](/facilities/?id=20)			
  A&M	 18301	2022-04-08	  12:00	   	W	14	A&M  	at	21	LSU  	 	   	 	C					Baton Rouge, La.	[LSU Tennis Complex](http://www.lsusports.net/ViewArticle.dbml?&DB_OEM_ID=5200&ATCLID=177214)			[Watch](https://lsusports.net/tennisvideo/) [Live Stats](http://statb.us/v/tam/381890) [History](/sports/womens-tennis/opponent-history/louisiana-state-university/14)
  LOU	 23289	2022-04-08	 4:00pm	   	W	15	FSU  	at	  	LOU  	 	   	 	C				4:00 p.m.	LOUISVILLE, KY	[Bass-Rudd Tennis Center](/facilities/?id=2)			[History](/sports/womens-tennis/opponent-history/florida-state-university/108)
 STAN	 36934	2022-04-08	 1:30pm	PT 	W	17	STAN 	at	  	WASH 	 	   	 	C				1:30 PM PT	Seattle, WA				[History](/sports/womens-tennis/opponent-history/university-of-washington/3156)
 WASH	 20390	2022-04-08	 1:30pm	PT 	W	17	STAN 	at	  	WASH 	 	   	 	 				1:30 PM PT	Seattle, WA				
  ISU	 14700	2022-04-08	 4:00pm	   	W	19	OKLA 	at	  	ISU  	 	   	 	C				4:00 PM	Ames, IA				[Live Stats](https://stats.statbroadcast.com/statmonitr/?id=382657)
 OKLA	 11940	2022-04-08	 4:00pm	   	W	19	OKLA 	at	  	ISU  	 	   	 	 				4 p.m.	Ames, IA				
 BAMA	 13285	2022-04-08	 1:00pm	CT 	W	  	BAMA 	at	20	FLA  	 	   	 	 				1 p.m. CT	Gainesville, FL				
  FLA	 24702	2022-04-08	 1:00pm	   	W	  	BAMA 	at	20	FLA  	 	   	 	C				1 P.M.	Gainesville, FL	[Alfred A. Ring Tennis Complex](/facilities/?id=6)			
 TENN	 22484	2022-04-08	12:00pm	   	W	  	VANDY	at	22	TENN 	 	   	 	C				12 PM	Knoxville, TN				
  AUB	 20285	2022-04-08	 4:00pm	   	W	25	AUB  	at	  	SCAR 	 	   	 	C				4:00 PM	Columbia, SC				[History](/sports/womens-tennis/opponent-history/university-of-south-carolina/13)
 SCAR	 16719	2022-04-08	 5:00pm	   	W	25	AUB  	at	  	SCAR 	 	   	 	C				5 p.m.	Columbia, SC	[Carolina Tennis Center](http://facilities.gamecocksonline.com/carolina-tennis-center-new.html)			[Live Scoring](http://statb.us/b/38380) [History](/sports/womens-tennis/opponent-history/auburn-university/42)
 BALL	 10028	2022-04-08	    TBA	   	W	  	BALL 	at	  	BG   	 	   	 	 					Bowling Green, OH				
  DEP	  5152	2022-04-08	    TBA	   	W	  	DEP  	at	  	HALL 	 	   	 	C					South Orange, NJ				
  DSU	  6629	2022-04-08	    TBA	   	W	  	DSU  	at	  	DEL  	 	   	 	 					Newark, DE				[History](/sports/womens-tennis/opponent-history/university-of-delaware/1)
 JOES	  8198	2022-04-08	       	   	W	  	DUQ  	at	  	JOES 	 	   	 	C					SJU Tennis Complex				[History](/sports/womens-tennis/opponent-history/duquesne-university/106)
  EIU	  8442	2022-04-08	    TBA	   	W	  	EIU  	at	  	MURR 	 	   	 	C					Murray, KY				
FLA&M	  3680	2022-04-08	       	   	W	  	FLA&M	at	  	GASO 	 	   	 	 					Statesboro, GA				[History](/sports/womens-tennis/opponent-history/georgia-southern-university/85)
IDAHO	  8008	2022-04-08	    TBA	   	W	  	IDAHO	at	  	WEBER	 	   	 	C					Ogden, UT				
WEBER	  7602	2022-04-08	    TBA	   	W	  	IDAHO	at	  	WEBER	 	   	 	 					Ogden, UT				
 IDST	  8008	2022-04-08	    TBA	   	W	  	IDST 	at	  	WEBER	 	   	 	C					Ogden, UT				
 JVST	  6520	2022-04-08	    TBA	   	W	  	JVST 	at	  	KENN 	 	   	 	 					Kennesaw, GA				
  LEH	 13209	2022-04-08	       	   	W	  	LEH  	at	  	ARMY 	 	   	 	C					West Point, NY				[History](/sports/womens-tennis/opponent-history/army/20)
 MARQ	  9023	2022-04-08	    TBA	   	W	  	MARQ 	at	  	SJU  	 	   	 	 					Queens, NY				[History](/sports/womens-tennis/opponent-history/st-johns-university/206)
 MIZZ	 23652	2022-04-08	       	   	W	  	MIZZ 	at	  	MISS 	 	   	 	C					Oxford, MS				
SE MO	 17133	2022-04-08	    TBA	   	W	  	TNST 	at	  	SE MO	 	   	 	C					Nashville, TN				[History](/sports/womens-tennis/opponent-history/tennessee-state-university/5)
  UCR	 13351	2022-04-08	       	   	W	  	UCR  	at	  	CPOLY	 	   	 	C					San Luis Obispo, CA				[History](/sports/womens-tennis/opponent-history/cal-poly/7)
  UTM	  4321	2022-04-08	       	   	W	  	UTM  	at	  	BEL  	 	   	 	 					Nashville, TN				
  WCU	 14161	2022-04-08	    TBA	   	W	  	WOF  	at	  	WCU  	 	   	 	C					Cullowhee, NC				[History](/sports/womens-tennis/opponent-history/wofford-college/12)
  WOF	  8709	2022-04-08	    TBA	   	W	  	WOF  	at	  	WCU  	 	   	 	C					Cullowhee, NC				
  UNA	  3559	2022-04-08	 8:00am	   	W	  	UNA  	at	  	UNF  	 	   	 	C				8 AM	Jacksonville, FL				[History](/sports/womens-tennis/opponent-history/university-of-north-florida/154)
  UNF	 17886	2022-04-08	 9:00am	   	W	  	UNA  	at	  	UNF  	 	   	 	C				9 a.m.	Jacksonville, FL	[UNF Tennis Complex](/facilities/?id=7)			[Live Stats](http://www.sidearmstats.com/unf/wten/xlive.htm) [History](/sports/womens-tennis/opponent-history/university-of-north-alabama/530)
 GASO	 13266	2022-04-08	10:00am	   	W	  	FLA&M	at	  	GASO 	 	   	 	 				10 AM	Statesboro	[Wallis Tennis Center](/facilities/?id=10)			[History](/sports/womens-tennis/opponent-history/florida-am-university/157)
 KENN	  9211	2022-04-08	10:00am	   	W	  	JVST 	at	  	KENN 	 	   	 	C				10 AM	Kennesaw, GA	[Betty Siegel Courts](/facilities/?id=13)			[History](/sports/womens-tennis/opponent-history/jacksonville-state-university/29)
 PORT	 11128	2022-04-08	10:00am	   	W	  	LOYM 	at	  	PORT 	 	   	 	C				10:00 AM	Portland, OR	Louisiana Pacific Tennis Center			
 MTST	  6071	2022-04-08	10:00am	   	W	  	MTST 	at	  	IDST 	 	   	 	C				10 a.m.	Pocatello, ID				[History](/sports/womens-tennis/opponent-history/idaho-state-university/12)
 MONT	  5164	2022-04-08	10:00am	   	W	  	SACST	at	  	MONT 	 	   	 	C				10 AM	Missoula, MT	[PEAK Racquet Club](/facilities/?id=13)			
 STET	 14086	2022-04-08	10:00am	   	W	  	UCA  	at	  	STET 	 	   	 	 				10 am	DeLand, FL	[Mandy Stoll Tennis Center](/facilities/?id=4)			[History](/sports/womens-tennis/opponent-history/university-of-central-arkansas/260)
  TEM	 10870	2022-04-08	11:00am	   	W	  	DREX 	at	  	TEM  	 	   	 	 				11:00 A.M.	Philadelphia, PA	TU Pavilion			
 DREX	  9067	2022-04-08	11:00am	   	W	  	DREX 	at	  	TEM  	 	   	 	 				11 a.m.	Philadelphia, PA				
 BELL	  6718	2022-04-08	11:00am	   	W	  	LIB  	at	  	BELL 	 	   	 	C				11 AM	Louisville, KY	Eddie Weber Tennis Complex			
  UCA	 10044	2022-04-08	11:00am	   	W	  	UCA  	at	  	STET 	 	   	 	C				11 a.m.	DeLand, FL				[History](/sports/womens-tennis/opponent-history/stetson-university/146)
 GTWN	 18815	2022-04-08	11:00am	   	W	  	UCONN	at	  	GTWN 	 	   	 	C				11 AM	Georgetown Visitation Preparatory School				
 AZST	 29130	2022-04-08	12:00pm	MST	W	  	AZST 	at	  	COLO 	 	   	 	 				12:00 PM MST	Boulder, CO				[History](/sports/womens-tennis/opponent-history/university-of-colorado/70)
 MURR	 10116	2022-04-08	12:00pm	   	W	  	EIU  	at	  	MURR 	 	   	 	C				12 p.m.	Murray, KY	[Bennie Purcell Tennis Courts](/facilities/?id=93)			[History](/sports/womens-tennis/opponent-history/eastern-illinois-university/3)
  FAU	 19724	2022-04-08	12:00pm	   	W	  	FAU  	at	  	FIU  	 	   	 	C				Noon	Miami, FL				[History](/sports/womens-tennis/opponent-history/florida-international-university/38)
  FIU	 10251	2022-04-08	12:00pm	   	W	  	FAU  	at	  	FIU  	 	   	 	 				12 p.m.	Miami, FL	FIU Tennis Courts			[History](/sports/womens-tennis/opponent-history/florida-atlantic-university/4)
 FRES	 16971	2022-04-08	12:00pm	PT 	W	  	FRES 	at	  	SJSU 	 	   	 	C				12 p.m. PT	San Jose, CA				
 SJSU	  5910	2022-04-08	12:00pm	   	W	  	FRES 	at	  	SJSU 	 	   	 	C				12:00 p.m.	San Jose, CA	[Spartan Tennis Complex](/facilities/?id=7)			
  SJU	 13365	2022-04-08	12:00pm	   	W	  	MARQ 	at	  	SJU  	 	   	 	C				12 p.m.	Queens, NY	USTA National Tennis Center			[History](/sports/womens-tennis/opponent-history/marquette-university/73)
   LU	  7968	2022-04-08	12:00pm	   	W	  	UNCW 	at	  	LU   	 	   	 	 				12 p.m.	Farmville, VA				[History](/sports/womens-tennis/opponent-history/university-of-north-carolina-wilmington/250)
 ARIZ	 26078	2022-04-08	12:30pm	MST	W	  	ARIZ 	at	  	UTAH 	 	   	 	 				12:30 PM MST	Salt Lake City, UT				[History](/sports/womens-tennis/opponent-history/university-of-utah/110)
 COLO	 15761	2022-04-08	 1:00pm	MT 	W	  	AZST 	at	  	COLO 	 	   	 	C				1:00 PM MT	Boulder, CO				[History](/sports/womens-tennis/opponent-history/arizona-state-university/13)
   BG	 11425	2022-04-08	 1:00pm	   	W	  	BALL 	at	  	BG   	 	   	 	C				1:00 PM	Bowling Green, OH				[History](/sports/womens-tennis/opponent-history/ball-state-university/16)
EMICH	 13204	2022-04-08	 1:00pm	   	W	  	EMICH	at	  	NIU  	 	   	 	 				1 p.m.	DeKalb, IL				[History](/sports/womens-tennis/opponent-history/northern-illinois-university/101)
  NIU	 15484	2022-04-08	 1:00pm	CT 	W	  	EMICH	at	  	NIU  	 	   	 	 				1 p.m. CT	DeKalb, IL				[History](/sports/womens-tennis/opponent-history/eastern-michigan-university/52)
 UNCG	  7671	2022-04-08	 1:00pm	   	W	  	ETSU 	at	  	UNCG 	 	   	 	 				1:00 p.m.	Greensboro, NC				[History](/sports/womens-tennis/opponent-history/east-tennessee-state-university/305)
 HAMP	  8460	2022-04-08	 1:00pm	   	W	  	HAMP 	at	  	NORF 	 	   	 	 				1:00 PM	Norfolk, VA				
 LOYM	 14164	2022-04-08	 1:00pm	   	W	  	LOYM 	at	  	PORT 	 	   	 	C				1:00 PM	Portland, OR				[History](/sports/womens-tennis/opponent-history/university-of-portland/57)
  CRE	 14750	2022-04-08	 1:00pm	   	W	  	MIDLN	at	  	CRE  	 	   	 	 				1:00 PM	Omaha, NE	[Koch Family Tennis Center](/facilities/?id=8)			[History](/sports/womens-tennis/opponent-history/midland-university/428)
 UTSA	  8926	2022-04-08	 1:00pm	   	W	  	NMSU 	at	  	UTSA 	 	   	 	 				1 p.m.	SAN ANTONIO, TEXAS - UTSA TENNIS CENTER				[History](/sports/womens-tennis/opponent-history/new-mexico-state-university/96)
 NORF	  6178	2022-04-08	 1:00pm	   	W	  	NORF 	at	  	HAMP 	 	   	 	 				1 p.m.	Hampton, VA				
  PAC	  8062	2022-04-08	 1:00pm	   	W	  	PAC  	at	  	UCD  	 	   	 	 				1:00 p.m.	Davis, CA				[History](/sports/womens-tennis/opponent-history/uc-davis/68)
  ILL	 23635	2022-04-08	 1:00pm	   	W	  	PUR  	at	  	ILL  	 	   	 	C				1:00 PM	Urbana, IL	[Atkins Tennis Center](/facilities/?id=17)			[Watch](https://fightingillini.com/sports/2015/11/4/wtennis_livestatsvideo.aspx) [Live Stats](https://fightingillini.com/sports/2015/11/4/wtennis_livestatsvideo.aspx) [History](/sports/womens-tennis/opponent-history/purdue-university/28)
  PUR	 56352	2022-04-08	 1:00pm	   	W	  	PUR  	at	  	ILL  	 	   	 	 				1 PM	Champaign, IL				[History](/sports/womens-tennis/opponent-history/university-of-illinois/113)
 PEAY	 10625	2022-04-08	 1:00pm	   	W	  	SIUE 	at	  	PEAY 	 	   	 	 				1 PM	Clarksville				[History](/sports/womens-tennis/opponent-history/siue/21)
  ODU	  9322	2022-04-08	 1:00pm	   	W	  	VCU  	at	  	ODU  	 	   	 	 				1:00 PM	Norfolk, VA	[Folkes-Stevens Tennis Center](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/virginia-commonwealth-university/132)
  WMU	 13706	2022-04-08	 1:00pm	   	W	  	WMU  	at	  	BUFF 	 	   	 	C				1:00 PM	Buffalo, NY				
 UTAH	 20644	2022-04-08	 1:30pm	MT 	W	  	ARIZ 	at	  	UTAH 	 	   	 	C				1:30 PM MT	Salt Lake City, UT				[Watch](https://utahutes.com/sports/2018/2/16/tennis-video-streaming.aspx) [Live Stats](http://statb.us/b/381313) [History](/sports/womens-tennis/opponent-history/university-of-arizona/48)
  UCD	 19893	2022-04-08	 1:30pm	   	W	  	PAC  	at	  	UCD  	 	   	 	 				1:30 p.m.	Davis, CA	[Marya Welch Tennis Center](/facilities/?id=11)			
  USD	 12370	2022-04-08	 1:30pm	   	W	  	SF   	at	  	USD  	 	   	 	C				1:30 PM	San Diego, CA				[Watch](https://web.track.tennis/events/feed?account=031d1592-fcac-4e49-a766-6ccdc5e62c67#/) [History](/sports/womens-tennis/opponent-history/university-of-san-francisco/146)
  CIN	  7999	2022-04-08	 2:00pm	   	W	  	CIN  	at	  	MEM  	 	   	 	 				2 P.M.	Memphis, TN				[History](/sports/womens-tennis/opponent-history/university-of-memphis/48)
  PSU	 15603	2022-04-08	 2:00pm	   	W	  	PSU  	at	  	IND  	 	   	 	C				2:00PM	Bloomington, IN				[History](/sports/womens-tennis/opponent-history/indiana-university/47)
  MEM	 17922	2022-04-08	 2:30pm	   	W	  	CIN  	at	  	MEM  	 	   	 	C				2:30 PM	Memphis, TN	Eldon Roark TC			
  LOY	 15225	2022-04-08	 3:00pm	   	W	  	GMU  	at	  	LOY  	 	   	 	 				3:00 p.m.	Baltimore, MD	[McClure Tennis Center at Ridley Athletic Complex](/facilities/?id=5)			
 MISS	 12609	2022-04-08	 3:00pm	   	W	  	MIZZ 	at	  	MISS 	 	   	 	C				3 PM	Oxford, MS				[Watch](https://olemisssports.com/sports/2019/3/8/live-video-scoring.aspx) [Live Stats](https://olemisssports.com/sports/2019/3/8/live-video-scoring.aspx)
 OKST	 13499	2022-04-08	 3:00pm	   	W	  	OKST 	at	  	WVU  	 	   	 	C				3 p.m.	Morgantown, WV				[History](/sports/womens-tennis/opponent-history/west-virginia/10)
  IND	 25696	2022-04-08	 3:00pm	   	W	  	PSU  	at	  	IND  	 	   	 	C				3:00 PM	Bloomington, IN				[History](/sports/womens-tennis/opponent-history/penn-state-university/8)
  NIA	  9588	2022-04-08	 3:00pm	   	W	  	ROCH 	at	  	NIA  	 	   	 	 				3:00 p.m.					[History](/sports/womens-tennis/opponent-history/university-of-rochester/114)
 UNCW	  9259	2022-04-08	 3:00pm	   	W	  	UNCW 	at	  	LU   	 	   	 	 				3:00 p.m.	Farmville, VA				
 MSST	 16831	2022-04-08	 4:00pm	   	W	  	ARK  	at	  	MSST 	 	   	 	 				4 p.m.	Starkville				[Watch](https://hailstate.com/livewt) [Live Stats](https://hailstate.com/livewt)
 NJIT	  8326	2022-04-08	 4:00pm	   	W	  	SHU  	at	  	NJIT 	 	   	 	 				4:00pm	Newark, NJ	[The Naimoli Family Athletic and Recreational Facility](/facilities/?id=131)			[History](/sports/womens-tennis/opponent-history/sacred-heart-university/35)
 HALL	  8509	2022-04-08	 4:30pm	   	W	  	DEP  	at	  	HALL 	 	   	 	C				4:30 p.m.	New Providence, NJ	[Murray Hill Tennis & Fitness](https://www.murrayhilltennis.com/#new-page-1)			
 FGCU	 10548	2022-04-08	 5:00pm	   	W	  	LIP  	at	  	FGCU 	 	   	 	C				5 PM	Fort Myers, FL	[FGCU Tennis Complex](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/lipscomb-university/21)
  WVU	 18665	2022-04-08	 5:00pm	   	W	  	OKST 	at	  	WVU  	 	   	 	 				5 p.m.	Morgantown, W.Va.				
   MD	 12906	2022-04-08	 5:30pm	   	W	  	IOWA 	at	  	MD   	 	   	 	C				5:30 PM	College Park, MD				
 PEPP	 11653	2022-04-09	10:00am	PT 	W	 2	PEPP 	at	  	PORT 	 	   	 	C				10:00 a.m. PT	Portland, OR				
 PORT	 11129	2022-04-09	10:00am	   	W	 2	PEPP 	at	  	PORT 	 	   	 	C				10:00 AM	Portland, OR	Louisiana Pacific Tennis Center			
  CAL	 33157	2022-04-09	12:00pm	PT 	W	 9	CAL  	at	  	WASH 	 	   	 	C				12:00 PM PT	Seattle, WA				
 WASH	 20372	2022-04-09	12:00pm	PT 	W	 9	CAL  	at	  	WASH 	 	   	 	 				12:00 PM PT	Seattle, WA				
 MICH	 20921	2022-04-09	 2:00pm	   	W	16	MICH 	at	  	MSU  	 	   	 	C				2:00 PM	East Lansing, MI				
  MSU	 16199	2022-04-09	 3:00pm	   	W	16	MICH 	at	  	MSU  	 	   	 	C				3 p.m.	East Lansing, MI				
 PRIN	 17471	2022-04-09	12:00pm	   	W	23	PRIN 	at	  	YALE 	 	   	 	 				12:00 PM	New Haven, CT	[Cullman-Heyman Tennis Center](https://yalebulldogs.com/facilities/cullman-heyman-tennis-center/8)			
 YALE	 16216	2022-04-09	12:00pm	   	W	23	PRIN 	at	  	YALE 	 	   	 	C				12:00 PM	New Haven, CT	[Cullman-Heyman Tennis Center](/facilities/?id=8)			[History](/sports/womens-tennis/opponent-history/princeton-university/91)
  USU	 15042	2022-04-09	       	   	W	  	AFA  	at	  	USU  	 	   	 	C					Logan, UT	[Sports Academy & Racquet Club](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/air-force/48)
 BING	 13317	2022-04-09	    TBA	   	W	  	BING 	at	  	HOF  	 	   	 	 					Hempstead, NY				[History](/sports/womens-tennis/opponent-history/hofstra-university/36)
 BING	 13318	2022-04-09	    TBA	   	W	  	BING 	vs	  	SB   	 	   	N	 					Hempstead, NY				[History](/sports/womens-tennis/opponent-history/stony-brook-university/28)
 N IA	  6728	2022-04-09	    TBA	   	W	  	BRAD 	at	  	N IA 	 	   	 	C					Waterloo, IA				[History](/sports/womens-tennis/opponent-history/bradley-university/14)
   BU	 24337	2022-04-09	       	   	W	  	BU   	vs	  	LEH  	 	   	N	C					West Point, NY				
  LEH	 13210	2022-04-09	       	   	W	  	BU   	vs	  	LEH  	 	   	N	 					West Point, NY				[History](/sports/womens-tennis/opponent-history/boston-university/18)
 CAMP	206042	2022-04-09	   1:00	   	W	  	CAMP 	at	  	ECAR 	 	   	 	 					Greenville, NC				
IUPUI	 15311	2022-04-09	    TBA	   	W	  	CLEV 	at	  	IUPUI	 	   	 	C					Indianapolis, IN	[West Indy Racquet Club](/facilities/?id=5)			[History](/sports/womens-tennis/opponent-history/cleveland-state-university/25)
  COR	 49350	2022-04-09	    TBA	   	W	  	COR  	at	  	DART 	 	   	 	 					Hanover, NH				
  EIU	  8443	2022-04-09	    TBA	   	W	  	EIU  	at	  	PEAY 	 	   	 	C					Clarksville, TN				
 SIEN	 16163	2022-04-09	    TBA	   	W	  	FAIR 	at	  	SIEN 	 	   	 	C					Latham, NY	[Tri-City Fitness](/facilities/?id=11)			[History](/sports/womens-tennis/opponent-history/fairfield-university/22)
 ARST	  4872	2022-04-09	       	   	W	  	GASO 	at	  	ARST 	 	   	 	 					Jonesboro, AR				
 GAST	  8224	2022-04-09	    TBD	   	W	  	GAST 	at	  	ARST 	 	   	 	C					Jonesboro, AR				[History](/sports/womens-tennis/opponent-history/arkansas-state-university/49)
  HOW	  9040	2022-04-09	    TBD	   	W	  	HOW  	at	  	NAVY 	 	   	 	 					Annapolis, MD				[History](/sports/womens-tennis/opponent-history/united-states-naval-academy/29)
 MARQ	  9024	2022-04-09	    TBA	   	W	  	MARQ 	at	  	HALL 	 	   	 	 					South Orange, NJ				[History](/sports/womens-tennis/opponent-history/seton-hall-university/82)
  ORU	  7403	2022-04-09	    TBA	   	W	  	ORU  	at	  	W ILL	 	   	 	 					Macomb, IL				[History](/sports/womens-tennis/opponent-history/western-illinois-university/234)
RIDER	 10378	2022-04-09	    TBA	   	W	  	RIDER	at	  	NIA  	 	   	 	C					Niagara Falls, NY				[History](/sports/womens-tennis/opponent-history/niagara-university/47)
  FUR	  7720	2022-04-09	    TBA	   	W	  	SAM  	at	  	FUR  	 	   	 	C					GREENVILLE				[Live Stats](https://stats.statbroadcast.com/statmonitr/?id=382039) [History](/sports/womens-tennis/opponent-history/samford-university/175)
SE MO	 17134	2022-04-09	    TBA	   	W	  	SE MO	at	  	BEL  	 	   	 	C					Nashville, TN				[History](/sports/womens-tennis/opponent-history/belmont-university/71)
